,Date,Unix,Ticker,Price,stock_p_change,SP500,sp500_p_change,Difference,DE Ratio,Trailing P/E,Price/Sales,Price/Book,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue Per Share,Market Cap,Enterprise Value,Forward P/E,PEG Ratio,Enterprise Value/Revenue,Enterprise Value/EBITDA,Revenue,Gross Profit,EBITDA,Net Income Avl to Common ,Diluted EPS,Earnings Growth,Revenue Growth,Total Cash,Total Cash Per Share,Total Debt,Current Ratio,Book Value Per Share,Cash Flow,Beta,Held by Insiders,Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month),Status
164,N/A,N/A,fmc,N/A,N/A,N/A,N/A,N/A,114.70,N/A,N/A,N/A,10.64,23.91,7.16,1.00,36.13,129759999.99999999,N/A,N/A,N/A,N/A,N/A,4690000000.0,2080000000.0,1.00,N/A,3.82,23.20,6.90,297100000.0,2.29,3400000000.0,1.70,22.69,706100000.0,1.00,0.63,91.77,N/A,1.74,0.89,1.92,N/A
165,N/A,N/A,fosl,N/A,N/A,N/A,N/A,N/A,133.06,N/A,N/A,N/A,5.51,4.92,3.49,1.98,35.31,51470000.0,N/A,N/A,N/A,N/A,N/A,1800000000.0,1100000000.0,1.98,N/A,1.95,323560000.0,19.30,323560000.0,6.29,563590000.0,1.83,8.24,219880000.0,1.98,9.46,93.09,N/A,3.04,21.44,8430000.0,N/A
166,N/A,N/A,fslr,N/A,N/A,N/A,N/A,N/A,8.53,N/A,N/A,N/A,6.38,15.44,4.81,1.27,33.12,105980000.0,N/A,N/A,N/A,N/A,N/A,3500000000.0,549210000.0,1.27,N/A,2.10,406.30,69.60,1630000000.0,15.39,460260000.0,3.83,50.92,632490000.0,1.27,11.95,75.58,N/A,3.34,9.23,7440000.0,N/A
167,N/A,N/A,fti,N/A,N/A,N/A,N/A,N/A,109.75,N/A,N/A,N/A,42.41,6.30,2.41,2.53,29.81,449470000.0,N/A,N/A,N/A,N/A,N/A,13350000000.0,2460000000.0,2.53,N/A,12.64,4360000000.0,0.00,4360000000.0,9.69,4690000000.0,1.10,9.32,661200000.0,2.53,0.68,83.64,N/A,2.7,4.10,18430000.0,N/A
168,N/A,N/A,gci,N/A,N/A,N/A,N/A,N/A,455.18,N/A,N/A,N/A,19.92,4.68,3.95,2.92,26.64,137960000.0,N/A,N/A,N/A,N/A,N/A,3230000000.0,788320000.0,2.92,N/A,5.3070,188960000.0,116.30,188960000.0,1.41,1960000000.0,1.03,3.22,1280000.0,2.92,6.30,58.55,N/A,5.44,9.64,17740000.0,N/A
169,N/A,N/A,gd,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7060000000.0,7060000000.0,7060000000.0,190.08,7060000000.0,4.24,N/A,N/A,N/A,N/A,N/A,7060000000.0,7060000000.0,190.08,N/A,N/A,N/A,7060000000.0,N/A,N/A,N/A,N/A,N/A,N/A,190.08,4.24,4.24,N/A,4.24,4.24,4.24,N/A
170,N/A,N/A,ge,N/A,N/A,N/A,N/A,N/A,236.85,N/A,N/A,N/A,4.52,1.40,0.28,1.07,9.60,8760000000.0,N/A,N/A,N/A,N/A,N/A,83930000000.0,18810000000.0,1.07,N/A,0.35,21240000000.0,16.90,21240000000.0,2.42,82410000000.0,2.36,3.80,6700000000.0,1.07,0.24,62.11,N/A,0.82,0.97,85360000.0,N/A
171,N/A,N/A,ges,N/A,N/A,N/A,N/A,N/A,264.80,N/A,N/A,N/A,3.48,3.32,1.80,2.08,32.01,63620000.0,N/A,N/A,N/A,N/A,N/A,2069999999.9999998,1020000000.0,2.08,N/A,1.12,112.30,7.60,365260000.0,5.74,1280000000.0,1.54,7.23,324270000.0,2.08,39.64,68.44,N/A,7.91,49.35,9680000.0,N/A
172,N/A,N/A,gild,N/A,N/A,N/A,N/A,N/A,167.65,N/A,N/A,N/A,5.48,21.36,5.15,0.53,18.38,1250000000.0,N/A,N/A,N/A,N/A,N/A,23150000000.0,17770000000.0,0.53,N/A,1.01,24960000000.0,17.40,24960000000.0,19.91,29290000000.0,3.25,13.92,8830000000.0,0.53,0.11,80.07,N/A,2.16,1.41,21710000.0,N/A
173,N/A,N/A,gis,N/A,N/A,N/A,N/A,N/A,147.92,N/A,N/A,N/A,13.16,18.58,6.77,0.55,29.88,611440000.0,N/A,N/A,N/A,N/A,N/A,18290000000.0,6160000000.0,0.55,N/A,3.90,18.50,6.80,2580000000.0,4.22,13960000000.0,0.76,13.98,3650000000.0,0.55,0.17,76.73,N/A,6.17,3.32,20420000.0,N/A
174,N/A,N/A,glw,N/A,N/A,N/A,N/A,N/A,68.24,N/A,N/A,N/A,2.71,6.76,1.58,1.15,14.15,764010000.0,N/A,N/A,N/A,N/A,N/A,10770000000.0,4040000000.0,1.15,N/A,0.25,26.70,2.30,2510000000.0,3.29,8770000000.0,2.09,13.61,2420000000.0,1.15,0.32,76.80,N/A,2.98,1.39,10300000.0,N/A
175,N/A,N/A,gm,N/A,N/A,N/A,N/A,N/A,247.00,N/A,N/A,N/A,2.92,4.45,1.37,1.44,80.89,1430000000.0,N/A,N/A,N/A,N/A,N/A,115790000000.0,14140000000.0,1.44,N/A,2.23,72.10,0.00,32200000000.000004,22.5,118580000000.0,1.11,30.96,13450000000.0,1.44,7.21,80.13,N/A,1.11,1.19,25740000.0,N/A
176,N/A,N/A,gme,N/A,N/A,N/A,N/A,N/A,347.71,N/A,N/A,N/A,5.32,4.20,4.71,1.43,79.32,69750000.0,N/A,N/A,N/A,N/A,N/A,5160000000.0,1910000000.0,1.43,N/A,4.22,445900000.0,30.20,445900000.0,6.39,1160000000.0,1.05,5.09,199200000.0,1.43,27.33,122.04,N/A,6.31,249.67,67450000.0,N/A
177,N/A,N/A,gnw,N/A,N/A,N/A,N/A,N/A,23.46,N/A,N/A,N/A,1.26,11.17,0.56,1.08,16.71,505600000.0,N/A,N/A,N/A,N/A,N/A,8430000000.0,976500000.0,1.08,N/A,0.2120,222.20,19.80,3760000000.0,7.44,3570000000.0,1.44,29.16,1920000000.0,1.08,1.00,70.14,N/A,2.93,3.39,11930000.0,N/A
178,N/A,N/A,goog,N/A,N/A,N/A,N/A,N/A,12.94,N/A,N/A,N/A,20.80,20.29,7.74,0.99,250.99,329870000.0,N/A,N/A,N/A,N/A,N/A,171700000000.0,89960000000.0,0.99,N/A,51.75,59.10,14.00,132600000000.0,196.02,27540000000.0,3.41,314.17,56870000000.0,0.99,5.86,68.10,N/A,1.64,0.34,2610000.0,N/A
179,N/A,N/A,gpc,N/A,N/A,N/A,N/A,N/A,121.49,N/A,N/A,N/A,1.04,5.85,4.82,1.06,127.38,144290000.0,N/A,N/A,N/A,N/A,N/A,18440000000.0,6320000000.0,1.06,N/A,1.33,0.00,3.40,900120000.0,6.24,3690000000.0,1.23,20.89,1590000000.0,1.06,2.76,80.15,N/A,2.16,1.59,1940000.0,N/A
180,N/A,N/A,gps,N/A,N/A,N/A,N/A,N/A,334.71,N/A,N/A,N/A,7.71,2.60,1.60,1.52,37.67,374030000.0,N/A,N/A,N/A,N/A,N/A,14050000000.0,1080000000.0,1.52,N/A,2.90,32.10,0.10,2650000000.0,7.08,7940000000.0,1.44,6.34,1280000000.0,1.52,44.15,58.02,N/A,2.01,11.86,23450000.0,N/A
181,N/A,N/A,grmn,N/A,N/A,N/A,N/A,N/A,1.14,N/A,N/A,N/A,25.89,24.37,9.75,0.99,20.64,191240000.0,N/A,N/A,N/A,N/A,N/A,3940000000.0,2230000000.0,0.99,N/A,5.33,37.50,18.70,1650000000.0,8.65,58420000.0,2.98,26.69,933830000.0,0.99,21.66,52.03,N/A,2.48,1.21,2049999.9999999998,N/A
182,N/A,N/A,grpn,N/A,N/A,N/A,N/A,N/A,567.40,N/A,N/A,N/A,13.34,3.14,2.43,2.58,59.25,28810000.0,N/A,N/A,N/A,N/A,N/A,1690000000.0,1190000000.0,2.58,N/A,7.90,778970000.0,38.70,778970000.0,27.04,559020000.0,0.99,3.42,56900000.0,2.58,20.70,64.11,N/A,2.43,13.02,2890000.0,N/A
183,N/A,N/A,gs,N/A,N/A,N/A,N/A,N/A,492.46,N/A,N/A,N/A,17.33,34.69,0.64,1.50,110.72,344070000.0,N/A,N/A,N/A,N/A,N/A,39630000000.0,31060000000.0,1.50,N/A,17.35,79.40,30.80,978.99,978.99,464480000000.0,1.81,227.02,20090000000.0,1.50,0.60,70.68,N/A,1.67,1.16,3320000.0,N/A
184,N/A,N/A,gt,N/A,N/A,N/A,N/A,N/A,247.75,N/A,N/A,N/A,13.81,2.37,1.06,2.17,52.95,233130000.0,N/A,N/A,N/A,N/A,N/A,12380000000.0,3150000000.0,2.17,N/A,7.31,1060000000.0,8.90,1060000000.0,4.53,7530000000.0,1.16,12.27,1110000000.0,2.17,0.29,83.27,N/A,2.85,4.02,6790000.0,N/A
185,N/A,N/A,gtn,N/A,N/A,N/A,N/A,N/A,170.30,N/A,N/A,N/A,12.92,28.28,5.35,2.06,22.41,89110000.0,N/A,N/A,N/A,N/A,N/A,2170000000.0,2.34,2.06,N/A,2.34,106.80,16.80,4.93,4.93,3770000000.0,2.67,16.48,N/A,2.06,4.64,86.57,N/A,2.89,3.03,1400000.0,N/A
186,N/A,N/A,gww,N/A,N/A,N/A,N/A,N/A,101.05,N/A,N/A,N/A,5.38,11.60,13.57,1.15,218.14,53670000.0,N/A,N/A,N/A,N/A,N/A,11700000000.0,4400000000.0,1.15,N/A,11.57,3.00,2.40,16.01,16.01,2400000000.0,2.96,39.71,1060000000.0,1.15,13.66,73.72,N/A,2.49,1.88,6.12,N/A
187,N/A,N/A,hal,N/A,N/A,N/A,N/A,N/A,207.98,N/A,N/A,N/A,26.60,2.23,0.96,2.83,18.66,884010000.0,N/A,N/A,N/A,N/A,N/A,16399999999.999998,2290000000.0,2.83,N/A,4.97,2120000000.0,46.40,2120000000.0,2.39,10820000000.0,2.30,5.89,2410000000.0,2.83,0.32,77.32,N/A,3.24,5.07,45970000.0,N/A
188,N/A,N/A,has,N/A,N/A,N/A,N/A,N/A,189.41,N/A,N/A,N/A,7.44,13.39,5.32,0.89,38.01,137030000.0,N/A,N/A,N/A,N/A,N/A,5170000000.0,2410000000.0,0.89,N/A,2.82,3.70,12.80,1070000000.0000001,7.84,5360000000.0,1.62,20.24,757800000.0,0.89,7.65,83.14,N/A,4.84,4.83,4480000.0,N/A
189,N/A,N/A,hban,N/A,N/A,N/A,N/A,N/A,10.54,N/A,N/A,N/A,22.00,28.50,0.71,1.48,3.65,1020000000.0,N/A,N/A,N/A,N/A,N/A,3720000000.0,4390000000.0,1.48,N/A,0.71,18.50,3.20,7580000000.0,7.45,9510000000.0,10.54,10.54,1940000000.0,1.48,1.01,75.88,N/A,1.89,1.96,17510000.0,N/A
190,N/A,N/A,hd,N/A,N/A,N/A,N/A,N/A,673.88,N/A,N/A,N/A,9.94,15.51,20.42,1.03,116.70,1080000000.0,N/A,N/A,N/A,N/A,N/A,125630000000.0,37570000000.0,1.03,N/A,11.56,23.90,23.20,14650000000.0,13.61,41040000000.0,1.36,1.43,20340000000.0,1.03,0.10,71.43,N/A,1.65,0.71,6960000.0,N/A
191,N/A,N/A,hes,N/A,N/A,N/A,N/A,N/A,129.98,N/A,N/A,N/A,65.87,8.00,1.20,2.24,16.06,307080000.0,N/A,N/A,N/A,N/A,N/A,4890000000.0,4580000000.0,2.24,N/A,10.58,1280000000.0,26.60,1280000000.0,4.21,8950000000.0,2.20,19.39,1130000000.0,2.24,10.88,85.69,N/A,3.34,4.01,8260000.0,N/A
192,N/A,N/A,hig,N/A,N/A,N/A,N/A,N/A,24.89,N/A,N/A,N/A,8.51,12.33,2.22,1.04,57.22,358330000.0,N/A,N/A,N/A,N/A,N/A,20530000000.0,7640000000.0,1.04,N/A,4.78,14.20,3.40,3570000000.0,9.97,4430000000.0,2.04,48.76,3700000000.0,1.04,0.43,93.14,N/A,2.07,1.49,4440000.0,N/A
193,N/A,N/A,hog,N/A,N/A,N/A,N/A,N/A,540.36,N/A,N/A,N/A,2.53,5.34,1.27,1.57,28.70,153280000.0,N/A,N/A,N/A,N/A,N/A,4400000000.0,1620000000.0,1.57,N/A,0.73,38.90,8.40,733760000.0,4.85,9560000000.0,1.46,11.70,1150000000.0,1.57,0.66,96.02,N/A,10.83,13.97,21190000.0,N/A
194,N/A,N/A,hon,N/A,N/A,N/A,N/A,N/A,125.54,N/A,N/A,N/A,14.99,19.66,6.61,1.15,47.01,701690000.0,N/A,N/A,N/A,N/A,N/A,33229999999.999996,12370000000.0,1.15,N/A,6.98,53.30,14.20,15010000000.0,21.39,125.54,1.64,25.76,6040000000.0,1.15,0.15,78.47,N/A,1.89,0.87,5300000.0,N/A
195,N/A,N/A,hov,N/A,N/A,N/A,N/A,N/A,4.54,N/A,N/A,N/A,2.17,5.89,4.66,2.59,378.72,5520000.0,N/A,N/A,N/A,N/A,N/A,2340000000.0,381020000.0,2.59,N/A,7.03,262490000.0,4.20,262490000.0,42.73,1670000000.0,4.54,93.17,292830000.0,2.59,14.62,36.27,N/A,4.08,11.18,0.00,N/A
196,N/A,N/A,hp,N/A,N/A,N/A,N/A,N/A,15.85,N/A,N/A,N/A,27.88,6.81,1.41,2.24,16.42,107600000.0,N/A,N/A,N/A,N/A,N/A,1770000000.0,550540000.0,2.24,N/A,4.60,577220000.0,67.90,577220000.0,5.36,525980000.0,4.40,30.87,538880000.0,2.24,3.30,92.39,N/A,3.43,7.07,6170000.0,N/A
197,N/A,N/A,hpq,N/A,N/A,N/A,N/A,N/A,0.79,N/A,N/A,N/A,5.02,6.92,7.19,1.09,40.08,1370000000.0,N/A,N/A,N/A,N/A,N/A,56640000000.0,10440000000.0,1.09,N/A,2.00,72.20,1.00,5140000000.0,3.99,7400000000.0,0.79,1.71,4320000000.0,1.09,0.22,84.29,N/A,1.36,1.19,16860000.0,N/A
198,N/A,N/A,hrb,N/A,N/A,N/A,N/A,N/A,1.07,N/A,N/A,N/A,6.38,18.31,13.38,0.72,16.16,183420000.0,N/A,N/A,N/A,N/A,N/A,3110000000.0,927440000.0,0.72,N/A,1.02,208960000.0,9.80,208960000.0,1.14,2020000000.0,1.07,1.53,539540000.0,0.72,0.64,97.49,N/A,6.3,14.93,21250000.0,N/A
199,N/A,N/A,hrl,N/A,N/A,N/A,N/A,N/A,21.13,N/A,N/A,N/A,9.45,11.91,7.94,0.06,17.86,539920000.0,N/A,N/A,N/A,N/A,N/A,9610000000.0,1910000000.0,0.06,N/A,1.66,8.30,3.30,1730000000.0,3.21,1360000000.0,2.38,11.90,1130000000.0,0.06,47.78,44.92,N/A,10.86,8.08,24760000.0,N/A
200,N/A,N/A,hst,N/A,N/A,N/A,N/A,N/A,96.35,N/A,N/A,N/A,22.09,20.06,2.55,1.39,3.76,705330000.0,N/A,N/A,N/A,N/A,N/A,2660000000.0,1590000000.0,1.39,N/A,0.83,2430000000.0,84.80,2430000000.0,3.44,6250000000.0,32.08,9.08,352620000.0,1.39,1.18,98.27,N/A,3.89,7.91,34150000.0,N/A
201,N/A,N/A,hsy,N/A,N/A,N/A,N/A,N/A,248.94,N/A,N/A,N/A,14.87,21.89,12.41,0.31,38.51,147530000.0,N/A,N/A,N/A,N/A,N/A,8029999999.999999,3620000000.0,0.31,N/A,5.70,37.50,4.00,1210000000.0,5.79,5150000000.0,1.44,9.93,1870000000.0,0.31,0.16,76.75,N/A,1.94,1.44,1710000.0,N/A
202,N/A,N/A,htz,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1730000000.0,1730000000.0,1730000000.0,20.8500,1730000000.0,1730000000.0,N/A,N/A,N/A,N/A,N/A,1730000000.0,1730000000.0,20.8500,N/A,N/A,N/A,1730000000.0,N/A,N/A,N/A,N/A,N/A,N/A,20.8500,1730000000.0,1730000000.0,N/A,1730000000.0,1730000000.0,1730000000.0,N/A
203,N/A,N/A,hum,N/A,N/A,N/A,N/A,N/A,50.72,N/A,N/A,N/A,5.58,7.68,10.55,0.86,562.32,132289999.99999999,N/A,N/A,N/A,N/A,N/A,74390000000.0,11030000000.0,0.86,N/A,31.20,94.50,23.60,20730000000.0,156.61,50.72,1.81,119.15,5870000000.0,0.86,0.20,94.99,N/A,1.75,1.10,2.5,N/A
204,N/A,N/A,ibm,N/A,N/A,N/A,N/A,N/A,329.92,N/A,N/A,N/A,10.53,12.05,3.72,1.24,84.40,891060000.0,N/A,N/A,N/A,N/A,N/A,75030000000.0,36490000000.0,1.24,N/A,8.82,1.60,2.60,15590000000.0,17.5,70390000000.0,1.05,23.80,15790000000.0,1.24,0.13,58.58,N/A,4.53,2.57,23260000.0,N/A
205,N/A,N/A,ice,N/A,N/A,N/A,N/A,N/A,92.17,N/A,N/A,N/A,35.51,53.17,1.69,0.68,10.29,561280000.0,N/A,N/A,N/A,N/A,N/A,5660000000.0,5200000000.0,0.68,N/A,3.63,26.30,5.60,1.09,1.09,17650000000.0,0.99,33.91,2590000000.0,0.68,1.41,93.99,N/A,1.87,0.88,4730000.0,N/A
206,N/A,N/A,iff,N/A,N/A,N/A,N/A,N/A,69.98,N/A,N/A,N/A,7.44,14.74,3.60,0.98,45.47,106940000.0,N/A,N/A,N/A,N/A,N/A,5100000000.0,2120000000.0,0.98,N/A,3.34,33.30,0.10,469840000.0,4.39,4330000000.0,1.82,56.84,730960000.0,0.98,0.28,98.50,N/A,14.83,27.72,17640000.0,N/A
207,N/A,N/A,igt,N/A,N/A,N/A,N/A,N/A,502.02,N/A,N/A,N/A,21.60,9.83,1.76,2.37,18.63,204860000.0,N/A,N/A,N/A,N/A,N/A,3810000000.0,1900000000.0,2.37,N/A,4.03,943350000.0,14.90,943350000.0,4.61,8640000000.0,1.08,4.71,914740000.0,2.37,51.75,41.98,N/A,1.84,5.43,4390000.0,N/A
208,N/A,N/A,intc,N/A,N/A,N/A,N/A,N/A,49.04,N/A,N/A,N/A,28.10,31.81,11.13,0.73,18.36,4099999999.9999995,N/A,N/A,N/A,N/A,N/A,78100000000.0,42140000000.0,0.73,N/A,5.11,28.60,4.50,18250000000.0,4.45,36560000000.0,1.66,18.19,35380000000.0,0.73,0.05,66.41,N/A,2.11,1.79,73180000.0,N/A
209,N/A,N/A,intu,N/A,N/A,N/A,N/A,N/A,50.22,N/A,N/A,N/A,25.10,30.31,18.68,0.99,29.97,274050000.0,N/A,N/A,N/A,N/A,N/A,7840000000.0,6320000000.0,0.99,N/A,7.45,247.40,13.60,5790000000.0,22.05,2630000000.0,3.09,19.97,2590000000.0,0.99,2.93,88.31,N/A,1.54,0.82,2250000.0,N/A
210,N/A,N/A,ip,N/A,N/A,N/A,N/A,N/A,128.68,N/A,N/A,N/A,2.37,9.19,3.65,1.10,53.06,393100000.0,N/A,N/A,N/A,N/A,N/A,20840000000.0,7110000000.0,1.10,N/A,1.25,40.70,8.00,5530000000.0,14.06,9130000000.0,1.33,18.04,3200000000.0,1.10,0.23,85.41,N/A,2.88,2.62,10230000.0,N/A
211,N/A,N/A,ipg,N/A,N/A,N/A,N/A,N/A,195.62,N/A,N/A,N/A,6.91,12.34,3.95,1.01,21.15,390040000.0,N/A,N/A,N/A,N/A,N/A,8210000000.000001,1810000000.0,1.01,N/A,1.45,68.90,5.20,1630000000.0,4.17,5700000000.0,1.01,6.99,1430000000.0,1.01,0.70,100.64,N/A,4.44,6.43,15720000.0,N/A
212,N/A,N/A,ir,N/A,N/A,N/A,N/A,N/A,45.75,N/A,N/A,N/A,3.97,5.82,1.45,1.53,12.16,417660000.0,N/A,N/A,N/A,N/A,N/A,4010000000.0,911700000.0,1.53,N/A,0.49,28.60,123.80,1310000000.0,3.14,4040000000.0,2.43,21.01,601500000.0,1.53,0.29,98.46,N/A,3.55,1.98,8710000.0,N/A
213,N/A,N/A,irm,N/A,N/A,N/A,N/A,N/A,107.94,N/A,N/A,N/A,3.19,19.32,3.69,0.82,14.48,288170000.0,N/A,N/A,N/A,N/A,N/A,4170000000.0,2430000000.0,0.82,N/A,0.46,64.30,2.40,151970000.0,0.53,11090000000.0,0.60,3.25,945730000.0,0.82,0.98,86.35,N/A,12.93,23.99,53390000.0,N/A
214,N/A,N/A,isrg,N/A,N/A,N/A,N/A,N/A,7.04,N/A,N/A,N/A,24.45,24.05,6.56,0.98,36.96,117560000.0,N/A,N/A,N/A,N/A,N/A,4310000000.0,3110000000.0,0.98,N/A,8.78,20.90,4.50,4780000000.0,40.7,7.04,7.04,78.79,1410000000.0,0.98,0.96,90.18,N/A,2.96,1.26,1500000.0,N/A
215,N/A,N/A,itw,N/A,N/A,N/A,N/A,N/A,294.59,N/A,N/A,N/A,16.77,22.59,11.87,1.08,39.53,316520000.0,N/A,N/A,N/A,N/A,N/A,12570000000.0,5920000000.0,1.08,N/A,6.59,11.80,4.90,2170000000.0,6.85,7940000000.0,2.37,8.52,2810000000.0,1.08,0.23,80.16,N/A,2.86,1.24,4470000.0,N/A
216,N/A,N/A,ivz,N/A,N/A,N/A,N/A,N/A,17.20,N/A,N/A,N/A,11.67,22.08,2.34,1.38,13.67,459170000.0,N/A,N/A,N/A,N/A,N/A,6260000000.0,2029999999.9999998,1.38,N/A,1.07,8.40,13.00,1100000000.0,2.39,2510000000.0,8.27,21.60,1110000000.0,1.38,1.58,93.69,N/A,5.42,8.25,29370000.0,N/A
217,N/A,N/A,jbl,N/A,N/A,N/A,N/A,N/A,161.20,N/A,N/A,N/A,0.77,3.05,3.54,1.32,182.89,150470000.0,N/A,N/A,N/A,N/A,N/A,27590000000.0,1930000000.0,1.32,N/A,1.39,395.90,4.40,1120000000.0,7.49,3210000000.0,1.02,13.15,1300000000.0,1.32,8.01,91.18,N/A,3.52,2.44,0.32,N/A
218,N/A,N/A,jci,N/A,N/A,N/A,N/A,N/A,48.70,N/A,N/A,N/A,2.83,9.44,3.17,1.13,29.72,723910000.0,N/A,N/A,N/A,N/A,N/A,22320000000.0,7410000000.0,1.13,N/A,0.84,27.90,5.10,1950000000.0,2.69,9030000000.0,1.22,24.02,2220000000.0,1.13,0.27,93.50,N/A,1.31,1.02,8119999.999999999,N/A
219,N/A,N/A,jnj,N/A,N/A,N/A,N/A,N/A,58.56,N/A,N/A,N/A,21.01,24.93,7.72,0.70,30.71,2630000000.0,N/A,N/A,N/A,N/A,N/A,80860000000.0,54600000000.0,0.70,N/A,6.36,102.70,1.70,30780000000.0,11.69,37760000000.0,1.48,24.49,21590000000.0,0.70,0.08,69.79,N/A,1.67,0.49,14590000.0,N/A
220,N/A,N/A,jnpr,N/A,N/A,N/A,N/A,N/A,41.07,N/A,N/A,N/A,8.92,10.49,3.33,0.89,13.34,329740000.0,N/A,N/A,N/A,N/A,N/A,4430000000.0,2620000000.0,0.89,N/A,1.18,46.40,0.50,1850000000.0,5.6,1870000000.0,2.02,13.85,581900000.0,0.89,1.25,96.26,N/A,6.57,9.61,20590000.0,N/A
221,N/A,N/A,jpm,N/A,N/A,N/A,N/A,N/A,79.08,N/A,N/A,N/A,26.03,32.63,0.85,1.22,31.65,3050000000.0,N/A,N/A,N/A,N/A,N/A,98030000000.0,110040000000.0,1.22,N/A,7.67,4.00,2.70,422.71,422.71,646090000000.0,79.08,79.08,32909999999.999996,1.22,0.85,71.93,N/A,1.72,0.72,28260000.0,N/A
222,N/A,N/A,jwn,N/A,N/A,N/A,N/A,N/A,167.06,N/A,N/A,N/A,4.57,5.67,4.14,2.45,74.11,157680000.0,N/A,N/A,N/A,N/A,N/A,11610000000.0,5590000000.0,2.45,N/A,3.39,57.90,15.90,5.64,5.64,5460000000.0,0.89,1.60,356120000.0,2.45,30.29,67.07,N/A,2.9,28.26,48200000.0,N/A
223,N/A,N/A,k,N/A,N/A,N/A,N/A,N/A,256.83,N/A,N/A,N/A,8.80,13.56,6.30,0.60,39.50,343710000.0,N/A,N/A,N/A,N/A,N/A,13530000000.0,4430000000.0,0.60,N/A,3.45,40.90,1.70,1580000000.0,4.61,9210000000.0,0.79,8.86,1840000000.0,0.60,0.71,89.17,N/A,6.38,5.08,12920000.0,N/A
224,N/A,N/A,key,N/A,N/A,N/A,N/A,N/A,16.21,N/A,N/A,N/A,22.91,29.22,0.77,1.58,5.54,976470000.0,N/A,N/A,N/A,N/A,N/A,5370000000.0,5920000000.0,1.58,N/A,1.15,2.90,7.00,3640000000.0,3.73,13880000000.0,16.21,16.21,1720000000.0,1.58,0.44,83.84,N/A,1.2,1.29,16629999.999999998,N/A
225,N/A,N/A,kim,N/A,N/A,N/A,N/A,N/A,98.04,N/A,N/A,N/A,83.81,33.65,2.02,1.45,2.53,432500000.0,N/A,N/A,N/A,N/A,N/A,1080000000.0,821930000.0,1.45,N/A,2.02,324980000.0,8.20,324980000.0,0.75,5450000000.0,105.26,12.66,567110000.0,1.45,2.73,86.73,N/A,3.37,4.34,13460000.0,N/A
226,N/A,N/A,klac,N/A,N/A,N/A,N/A,N/A,127.40,N/A,N/A,N/A,21.76,31.58,12.62,1.26,38.04,155110000.0,N/A,N/A,N/A,N/A,N/A,5930000000.0,3360000000.0,1.26,N/A,8.22,21.40,8.90,2040000000.0,13.23,3520000000.0,2.72,17.77,1790000000.0,1.26,0.28,98.02,N/A,3.36,2.04,3390000.0,N/A
227,N/A,N/A,kmb,N/A,N/A,N/A,N/A,N/A,455.29,N/A,N/A,N/A,12.49,18.83,14.08,0.51,55.33,340140000.0,N/A,N/A,N/A,N/A,N/A,18890000000.0,6450000000.0,0.51,N/A,6.89,29.70,0.90,1520000000.0,4.46,8400000000.0,1.00,0.98,3770000000.0,0.51,0.34,75.52,N/A,2.91,2.11,6530000.0,N/A
228,N/A,N/A,kmi,N/A,N/A,N/A,N/A,N/A,106.24,N/A,N/A,N/A,1.02,29.28,2.94,0.97,5.27,2260000000.0,N/A,N/A,N/A,N/A,N/A,11940000000.0,7360000000.0,0.97,N/A,0.05,10.10,9.20,0.31,0.31,34730000000.0,0.61,13.94,4910000000.0,0.97,13.80,62.56,N/A,1.59,1.66,30470000.0,N/A
229,N/A,N/A,kmx,N/A,N/A,N/A,N/A,N/A,375.46,N/A,N/A,N/A,3.78,5.18,3.11,1.76,121.75,162540000.0,N/A,N/A,N/A,N/A,N/A,19880000000.0,3180000000.0,1.76,N/A,4.55,35.90,8.00,236640000.0,1.46,15500000000.0,2.60,25.32,749690000.0,1.76,0.31,100.47,N/A,9.06,6.79,9220000.0,N/A
230,N/A,N/A,ko,N/A,N/A,N/A,N/A,N/A,260.22,N/A,N/A,N/A,24.90,29.30,6.64,0.58,7.80,4300000000.0,N/A,N/A,N/A,N/A,N/A,33470000000.0,22650000000.0,0.58,N/A,1.93,33.00,9.00,21130000000.0,4.92,52870000000.0,1.13,4.33,8920000000.0,0.58,0.70,68.20,N/A,1.55,0.59,28690000.0,N/A
231,N/A,N/A,kr,N/A,N/A,N/A,N/A,N/A,205.80,N/A,N/A,N/A,2.29,2.90,5.04,0.36,167.13,761350000.0,N/A,N/A,N/A,N/A,N/A,130650000000.0,27850000000.0,0.36,N/A,3.74,139.90,6.30,2180000000.0,2.86,20670000000.0,0.83,13.15,6510000000.0,0.36,0.66,89.00,N/A,5.6,9.93,63830000.0,N/A
232,N/A,N/A,kss,N/A,N/A,N/A,N/A,N/A,140.20,N/A,N/A,N/A,1.45,0.65,0.44,2.07,108.09,157780000.0,N/A,N/A,N/A,N/A,N/A,16649999999.999998,7830000000.0,2.07,N/A,1.57,1940000000.0,14.00,1940000000.0,12.3,6780000000.0,1.60,30.62,1520000000.0,2.07,1.06,87.60,N/A,1.6,11.59,27440000.0,N/A
